TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC;CNPJ_ADMIN;ADMIN
F.I.I.;27.538.477/0001-81;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;23/06/2017;28/03/2017;;EM FUNCIONAMENTO NORMAL;11/12/2018;01/01/2020;31/12/2020;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;27.538.477/0001-81;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;23/06/2017;28/03/2017;;EM FUNCIONAMENTO NORMAL;11/12/2018;01/01/2020;31/12/2020;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;00.868.235/0001-08;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;14/09/1995;;;EM FUNCIONAMENTO NORMAL;11/03/1998;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;20.265.467/0001-70;FUNDO DE INVESTIMENTO IMOBILIÁRIO HIERON BERLIM;17/12/2014;18/11/2014;;EM FUNCIONAMENTO NORMAL;17/12/2014;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;20.265.467/0001-70;FUNDO DE INVESTIMENTO IMOBILIÁRIO HIERON BERLIM;17/12/2014;18/11/2014;;EM FUNCIONAMENTO NORMAL;17/12/2014;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;28.851.767/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA;09/11/2017;06/10/2017;;EM FUNCIONAMENTO NORMAL;27/12/2017;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;34.081.631/0001-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI;10/09/2019;17/06/2019;;FASE PRÉ-OPERACIONAL;10/09/2019;;;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;17.035.124/0001-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII;05/12/2014;18/09/2012;;EM FUNCIONAMENTO NORMAL;05/12/2014;01/07/2019;30/06/2020;11.758.741/0001-52;BANCO FINAXIS S.A.
F.I.I.;27.882.134/0001-30;FUNDO DE INVESTIMENTO IMOBILIÁRIO IC OUTLETS;23/10/2017;27/04/2017;;FASE PRÉ-OPERACIONAL;23/10/2017;;;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;11.381.721/0001-05;FUNDO DE INVESTIMENTO IMOBILIARIO INCA II;16/12/2009;;22/09/2014;CANCELADA;22/09/2014;;;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
F.I.I.;14.217.108/0001-45;FUNDO DE INVESTIMENTO IMOBILIARIO INDUSTRIAL DO BRASIL;16/11/2011;;;EM FUNCIONAMENTO NORMAL;16/11/2011;01/01/2020;31/12/2020;00.336.036/0001-40;COINVALORES CCVM LTDA
F.I.I.;18.369.510/0001-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII;04/10/2013;17/06/2013;;EM FUNCIONAMENTO NORMAL;04/10/2013;01/07/2019;30/06/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;30.178.266/0001-90;FUNDO DE INVESTIMENTO IMOBILIÁRIO INHOTIM;15/02/2019;29/12/2017;;FASE PRÉ-OPERACIONAL;15/02/2019;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;34.579.778/0001-19;FUNDO DE INVESTIMENTO IMOBILIÁRIO INTEGRAL BREI - BEACH PARK;02/09/2019;30/08/2019;;FASE PRÉ-OPERACIONAL;02/09/2019;;;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;28.830.325/0001-10;FUNDO DE INVESTIMENTO IMOBILIARIO IRIDIUM RECEBIVEIS IMOBILIARIOS;22/11/2017;06/10/2017;;EM FUNCIONAMENTO NORMAL;06/03/2018;01/07/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;27.537.776/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO ITAQUERA;26/05/2017;28/03/2017;;FASE PRÉ-OPERACIONAL;26/05/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;27.537.757/0001-75;FUNDO DE INVESTIMENTO IMOBILIÁRIO JABAQUARA;24/05/2017;28/03/2017;;FASE PRÉ-OPERACIONAL;24/05/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;27.538.489/0001-06;FUNDO DE INVESTIMENTO IMOBILIÁRIO JAÇANÃ;23/05/2017;28/03/2017;;FASE PRÉ-OPERACIONAL;23/05/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;34.509.007/0001-55;FUNDO DE INVESTIMENTO IMOBILIÁRIO JAPURÁ;12/12/2019;18/07/2019;;EM FUNCIONAMENTO NORMAL;19/12/2019;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;14.609.653/0001-87;FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE - FII;16/11/2012;04/11/2011;;EM FUNCIONAMENTO NORMAL;16/11/2012;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;17.211.882/0001-37;FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BERLIM;28/12/2012;14/11/2012;;EM FUNCIONAMENTO NORMAL;28/12/2012;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;23.533.796/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO JK D - FII;19/11/2015;16/10/2015;;EM FUNCIONAMENTO NORMAL;01/12/2015;01/01/2020;31/12/2020;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
F.I.I.;23.532.837/0001-87;FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;19/11/2015;16/10/2015;;EM FUNCIONAMENTO NORMAL;01/12/2015;01/01/2020;31/12/2020;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
F.I.I.;24.111.181/0001-91;FUNDO DE INVESTIMENTO IMOBILIARIO KENNEDY SQUARE;11/02/2016;22/01/2016;09/12/2016;CANCELADA;09/12/2016;;;33.850.686/0001-69;BRB DTVM SA
F.I.I.;24.703.709/0001-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH;04/05/2016;18/04/2016;;EM FUNCIONAMENTO NORMAL;19/12/2018;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;23.120.098/0001-16;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;17/12/2015;11/08/2015;;EM FUNCIONAMENTO NORMAL;18/07/2016;01/01/2020;31/12/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;27.538.507/0001-50;FUNDO DE INVESTIMENTO IMOBILIÁRIO LIBERDADE;19/05/2017;28/03/2017;;FASE PRÉ-OPERACIONAL;19/05/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;23.648.935/0001-84;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - FII;21/08/2019;22/07/2016;;EM FUNCIONAMENTO NORMAL;21/08/2019;21/08/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;13.500.306/0001-59;FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL - FII;13/07/2011;;;EM FUNCIONAMENTO NORMAL;13/07/2011;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;27.602.955/0001-75;FUNDO DE INVESTIMENTO IMOBILIÁRIO MILLENIUM - FII;28/05/2017;11/04/2017;;EM FUNCIONAMENTO NORMAL;05/07/2017;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;31.544.514/0001-31;FUNDO DE INVESTIMENTO IMOBILIARIO MIRANTE DAS AGUAS;13/12/2018;20/08/2018;;EM FUNCIONAMENTO NORMAL;17/12/2018;01/07/2019;30/06/2020;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
F.I.I.;17.911.169/0001-04;FUNDO DE INVESTIMENTO IMOBILIARIO MODULAR - FII;30/07/2014;05/04/2013;25/09/2015;CANCELADA;25/09/2015;;;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;29.216.463/0001-77;FUNDO DE INVESTIMENTO IMOBILIARIO MOGNO FUNDO DE FUNDOS;12/12/2017;28/11/2017;;EM FUNCIONAMENTO NORMAL;27/03/2018;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;19.628.741/0001-40;FUNDO DE INVESTIMENTO IMOBILIÁRIO MORUMBI TOWN I;05/07/2016;23/10/2013;;EM FUNCIONAMENTO NORMAL;03/10/2016;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;19.628.741/0001-40;FUNDO DE INVESTIMENTO IMOBILIÁRIO MORUMBI TOWN I;05/07/2016;23/10/2013;;EM FUNCIONAMENTO NORMAL;03/10/2016;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;30.871.698/0001-81;FUNDO DE INVESTIMENTO IMOBILIÁRIO MULTI RENDA URBANA;17/08/2018;14/06/2018;;EM FUNCIONAMENTO NORMAL;16/01/2020;16/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;23.537.203/0001-17;FUNDO DE INVESTIMENTO IMOBILIARIO MV9 - FII;19/11/2015;16/10/2015;;EM FUNCIONAMENTO NORMAL;17/12/2015;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;23.781.211/0001-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII;23/12/2015;27/11/2015;;EM FUNCIONAMENTO NORMAL;14/03/2016;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;30.091.506/0001-14;FUNDO DE INVESTIMENTO IMOBILIARIO NOVA IGUACU - FII;09/04/2018;26/03/2018;;EM FUNCIONAMENTO NORMAL;18/01/2019;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;28.516.650/0001-03;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST CYRELA FII;21/09/2017;10/08/2017;;EM FUNCIONAMENTO NORMAL;01/03/2018;01/01/2020;31/12/2020;78.632.767/0001-20;BANCO OURINVEST S.A.
F.I.I.;13.974.819/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA;23/01/2013;11/07/2011;;EM FUNCIONAMENTO NORMAL;23/01/2013;01/01/2020;31/12/2020;78.632.767/0001-20;BANCO OURINVEST S.A.
F.I.I.;28.693.595/0001-27;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I;13/10/2017;18/09/2017;;EM FUNCIONAMENTO NORMAL;23/02/2018;01/01/2020;31/12/2020;78.632.767/0001-20;BANCO OURINVEST S.A.
F.I.I.;00.613.094/0001-74;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;08/03/1995;;;EM FUNCIONAMENTO NORMAL;11/03/1995;01/01/2020;31/12/2020;33.923.111/0001-29;BRKB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;17.161.979/0001-82;FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA;16/01/2013;24/10/2012;;EM FUNCIONAMENTO NORMAL;16/01/2013;01/01/2020;31/12/2020;44.077.014/0001-89;BR-CAPITAL DTVM S.A.
F.I.I.;15.098.422/0001-19;FUNDO DE INVESTIMENTO IMOBILIÁRIO PLUS;06/12/2013;23/02/2012;;EM FUNCIONAMENTO NORMAL;06/12/2013;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;14.665.312/0001-29;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE - FII;19/12/2013;08/11/2011;;EM FUNCIONAMENTO NORMAL;19/12/2013;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;18.497.672/0001-10;FUNDO DE INVESTIMENTO IMOBILIARIO POLO ESTOQUE II - FII;08/05/2014;18/06/2013;;EM FUNCIONAMENTO NORMAL;08/05/2014;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;14.721.889/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA;20/12/2012;28/11/2012;;EM FUNCIONAMENTO NORMAL;20/12/2012;01/01/2020;31/12/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;01.557.228/0001-40;FUNDO DE INVESTIMENTO IMOBILIÁRIO PROPERTY;03/12/1996;;09/06/2015;CANCELADA;09/06/2015;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;27.368.617/0001-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO QUINTAS;23/02/2018;23/02/2018;;EM FUNCIONAMENTO NORMAL;22/03/2018;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;14.088.246/0001-71;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;30/07/2012;12/07/2011;;EM FUNCIONAMENTO NORMAL;30/07/2012;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;34.027.774/0001-28;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB CAPITAL I FUNDO DE FUNDOS;30/09/2019;17/06/2019;;FASE PRÉ-OPERACIONAL;30/09/2019;;;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;03.855.441/0001-63;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA;23/06/2000;;;EM FUNCIONAMENTO NORMAL;23/06/2000;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;30.166.700/0001-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR CRÉDITO IMOBILIÁRIO HIGH YIELD;17/04/2018;06/04/2018;;EM FUNCIONAMENTO NORMAL;24/05/2018;01/07/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;21.408.063/0001-51;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII;11/11/2014;11/11/2014;;EM FUNCIONAMENTO NORMAL;11/11/2014;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;14.413.342/0001-48;FUNDO DE INVESTIMENTO IMOBILIÁRIO RENDA CORPORATIVA ANGICO - FII;19/12/2014;28/10/2011;;EM FUNCIONAMENTO NORMAL;19/12/2014;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;03.683.056/0001-86;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA;01/02/2000;;;EM FUNCIONAMENTO NORMAL;01/02/2000;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;13.873.457/0001-52;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA EDUCACIONAL- FII;09/12/2011;;;EM FUNCIONAMENTO NORMAL;09/12/2011;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;15.576.907/0001-70;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO - FII;01/11/2012;17/05/2012;;EM FUNCIONAMENTO NORMAL;01/11/2012;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;15.006.286/0001-90;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO - FII;04/06/2012;31/01/2012;;EM FUNCIONAMENTO NORMAL;04/06/2012;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;15.006.286/0001-90;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO - FII;04/06/2012;31/01/2012;;EM FUNCIONAMENTO NORMAL;04/06/2012;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;14.455.699/0001-99;FUNDO DE INVESTIMENTO IMOBILIÁRIO RSB 1;08/11/2012;03/10/2011;02/05/2014;CANCELADA;02/05/2014;;;10.274.584/0001-47;ICLA TRUST SERVIÇOS FINANCEIROS S.A.
F.I.I.;09.350.920/0001-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO;28/07/2008;;;EM FUNCIONAMENTO NORMAL;28/07/2008;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;12.804.013/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401;10/07/2012;25/10/2010;;EM FUNCIONAMENTO NORMAL;10/07/2012;01/01/2020;31/12/2020;92.858.380/0001-18;CORRETORA GERAL DE VALORES E CAMBIO LTDA
F.I.I.;16.671.412/0001-93;FUNDO DE INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGÍSTICA - FII;16/11/2012;31/07/2012;;EM FUNCIONAMENTO NORMAL;16/11/2012;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;16.671.412/0001-93;FUNDO DE INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGÍSTICA - FII;16/11/2012;31/07/2012;;EM FUNCIONAMENTO NORMAL;16/11/2012;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;23.538.112/0001-04;FUNDO DE INVESTIMENTO IMOBILIARIO SF - FII;19/11/2015;16/10/2015;;EM FUNCIONAMENTO NORMAL;17/12/2015;01/01/2020;31/12/2020;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
F.I.I.;27.538.460/0001-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHARE STUDENT LIVING;05/06/2017;28/03/2017;;LIQUIDAÇÃO;14/06/2019;01/01/2020;31/12/2020;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;27.538.460/0001-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHARE STUDENT LIVING;05/06/2017;28/03/2017;;LIQUIDAÇÃO;14/06/2019;01/01/2020;31/12/2020;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;27.538.460/0001-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHARE STUDENT LIVING;05/06/2017;28/03/2017;;LIQUIDAÇÃO;14/06/2019;01/01/2020;31/12/2020;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;27.538.460/0001-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHARE STUDENT LIVING;05/06/2017;28/03/2017;;LIQUIDAÇÃO;14/06/2019;01/01/2020;31/12/2020;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;15.447.110/0001-73;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING CIDADE JARDIM;07/12/2016;12/04/2012;;EM FUNCIONAMENTO NORMAL;29/12/2016;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;23.781.227/0001-17;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING ESTAÇÃO GOIÂNIA FII;30/12/2015;24/11/2015;;FASE PRÉ-OPERACIONAL;30/12/2015;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;17.308.805/0001-08;FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING LIGHT;08/06/2015;07/12/2012;;EM FUNCIONAMENTO NORMAL;08/06/2015;01/01/2020;31/12/2020;30.723.886/0001-62;BANCO MODAL S.A.
F.I.I.;03.507.519/0001-59;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENOPOLIS;21/12/1999;;;EM FUNCIONAMENTO NORMAL;21/12/1999;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;16.802.360/0001-47;FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI;21/12/2017;23/08/2012;;EM FUNCIONAMENTO NORMAL;21/12/2017;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;27.538.422/0001-71;FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO;21/06/2017;28/03/2017;;EM FUNCIONAMENTO NORMAL;19/12/2019;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;27.538.422/0001-71;FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO;21/06/2017;28/03/2017;;EM FUNCIONAMENTO NORMAL;19/12/2019;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;20.132.453/0001-89;FUNDO DE INVESTIMENTO IMOBILIARIO TC BTOWERS - FII TC BTOWERS;28/07/2014;10/04/2014;;EM FUNCIONAMENTO NORMAL;28/07/2014;01/07/2019;30/06/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;26.846.366/0001-70;FUNDO DE INVESTIMENTO IMOBILIARIO TERRA MUNDI;13/01/2017;28/11/2016;;FASE PRÉ-OPERACIONAL;13/01/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;25.032.881/0001-53;FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL;28/06/2016;18/05/2016;;EM FUNCIONAMENTO NORMAL;09/12/2016;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;12.948.291/0001-23;FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE;07/01/2011;;;EM FUNCIONAMENTO NORMAL;07/01/2011;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;23.570.871/0001-46;FUNDO DE INVESTIMENTO IMOBILIÁRIO TM - FII;19/11/2015;20/10/2015;;EM FUNCIONAMENTO NORMAL;17/12/2015;01/01/2020;31/12/2020;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
F.I.I.;23.768.027/0001-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOP CENTER;03/06/2016;10/04/2015;;EM FUNCIONAMENTO NORMAL;01/07/2016;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;23.768.027/0001-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOP CENTER;03/06/2016;10/04/2015;;EM FUNCIONAMENTO NORMAL;01/07/2016;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;26.395.660/0001-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET I;21/10/2016;05/10/2016;;EM FUNCIONAMENTO NORMAL;23/12/2016;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;30.578.316/0001-26;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET II;26/07/2018;16/05/2018;;EM FUNCIONAMENTO NORMAL;06/09/2018;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;34.197.700/0001-30;FUNDO DE INVESTIMENTO IMOBILIARIO TOURMALET V - EDIFICIO CIDADE NOVA;30/10/2019;30/10/2019;;EM FUNCIONAMENTO NORMAL;06/11/2019;06/11/2019;30/06/2020;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
F.I.I.;08.693.497/0001-82;FUNDO DE INVESTIMENTO IMOBILIARIO VEREDA - FII;31/05/2007;;;EM FUNCIONAMENTO NORMAL;31/05/2007;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
